0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00
0.000000000000000E+00 0.000000000000000E+00 1.651499078140234E+00
0.000000000000000E+00 0.000000000000000E+00 3.302998156280468E+00
0.000000000000000E+00 0.000000000000000E+00 4.954497234420701E+00
0.000000000000000E+00 0.000000000000000E+00 6.605996312560936E+00
0.000000000000000E+00 0.000000000000000E+00 8.257495390701170E+00
1.651499078140234E+00 0.000000000000000E+00 0.000000000000000E+00
1.651499078140234E+00 0.000000000000000E+00 1.651499078140234E+00
1.651499078140234E+00 0.000000000000000E+00 3.302998156280468E+00
1.651499078140234E+00 0.000000000000000E+00 4.954497234420701E+00
1.651499078140234E+00 0.000000000000000E+00 6.605996312560936E+00
1.651499078140234E+00 0.000000000000000E+00 8.257495390701170E+00
3.302998156280468E+00 0.000000000000000E+00 0.000000000000000E+00
3.302998156280468E+00 0.000000000000000E+00 1.651499078140234E+00
3.302998156280468E+00 0.000000000000000E+00 3.302998156280468E+00
3.302998156280468E+00 0.000000000000000E+00 4.954497234420701E+00
3.302998156280468E+00 0.000000000000000E+00 6.605996312560936E+00
3.302998156280468E+00 0.000000000000000E+00 8.257495390701170E+00
4.954497234420701E+00 0.000000000000000E+00 0.000000000000000E+00
4.954497234420701E+00 0.000000000000000E+00 1.651499078140234E+00
4.954497234420701E+00 0.000000000000000E+00 3.302998156280468E+00
4.954497234420701E+00 0.000000000000000E+00 4.954497234420701E+00
4.954497234420701E+00 0.000000000000000E+00 6.605996312560936E+00
4.954497234420701E+00 0.000000000000000E+00 8.257495390701170E+00
6.605996312560936E+00 0.000000000000000E+00 0.000000000000000E+00
6.605996312560936E+00 0.000000000000000E+00 1.651499078140234E+00
6.605996312560936E+00 0.000000000000000E+00 3.302998156280468E+00
6.605996312560936E+00 0.000000000000000E+00 4.954497234420701E+00
6.605996312560936E+00 0.000000000000000E+00 6.605996312560936E+00
6.605996312560936E+00 0.000000000000000E+00 8.257495390701170E+00
8.257495390701170E+00 0.000000000000000E+00 0.000000000000000E+00
8.257495390701170E+00 0.000000000000000E+00 1.651499078140234E+00
8.257495390701170E+00 0.000000000000000E+00 3.302998156280468E+00
8.257495390701170E+00 0.000000000000000E+00 4.954497234420701E+00
8.257495390701170E+00 0.000000000000000E+00 6.605996312560936E+00
8.257495390701170E+00 0.000000000000000E+00 8.257495390701170E+00
0.000000000000000E+00 1.651499078140234E+00 0.000000000000000E+00
0.000000000000000E+00 1.651499078140234E+00 1.651499078140234E+00
0.000000000000000E+00 1.651499078140234E+00 3.302998156280468E+00
0.000000000000000E+00 1.651499078140234E+00 4.954497234420701E+00
0.000000000000000E+00 1.651499078140234E+00 6.605996312560936E+00
0.000000000000000E+00 1.651499078140234E+00 8.257495390701170E+00
1.651499078140234E+00 1.651499078140234E+00 0.000000000000000E+00
1.651499078140234E+00 1.651499078140234E+00 1.651499078140234E+00
1.651499078140234E+00 1.651499078140234E+00 3.302998156280468E+00
1.651499078140234E+00 1.651499078140234E+00 4.954497234420701E+00
1.651499078140234E+00 1.651499078140234E+00 6.605996312560936E+00
1.651499078140234E+00 1.651499078140234E+00 8.257495390701170E+00
3.302998156280468E+00 1.651499078140234E+00 0.000000000000000E+00
